game_date,player_name,team,opponent,minutes,points,rebounds,assists,field_goals_attempted,field_goals_made,three_pa,three_pm,free_throws_attempted,free_throws_made
2024-03-10,Isaiah Stewart,Mavericks,Bucks,31.0,12,4.6,4.3,8,3,5,1,4,3
2024-03-10,Terry Rozier,Bulls,Cavaliers,31.3,12,7.8,4.3,13,5,3,0,2,1
2024-03-10,Fred VanVleet,Lakers,Cavaliers,32.1,14,5.6,5.2,11,5,2,0,6,4
2024-03-11,Kevin Durant,Suns,Clippers,37.7,29,8.8,9.0,16,8,8,3,6,4
2024-03-11,Tyrese Maxey,Bucks,Mavericks,34.8,15,7.9,3.5,8,3,6,2,5,3
2024-03-11,Markelle Fultz,Bulls,Warriors,31.2,18,5.2,2.4,11,4,6,2,5,3
2024-03-11,Jarrett Allen,Cavaliers,Nuggets,23.6,17,4.6,3.3,15,6,6,1,3,2
2024-03-11,Donovan Mitchell,Lakers,Raptors,33.5,37,7.6,8.1,24,12,9,3,4,3
2024-03-11,Alperen Sengun,Clippers,Bucks,27.2,11,5.5,5.6,10,4,5,1,2,1
2024-03-11,Kyle Kuzma,Warriors,Celtics,22.8,12,6.0,5.4,12,5,2,0,4,2
2024-03-11,Jordan Poole,Warriors,Lakers,22.7,18,3.9,2.1,15,7,2,0,3,2
2024-03-11,Jayson Tatum,Cavaliers,Spurs,34.3,35,8.5,8.2,21,9,12,5,5,4
2024-03-12,Bam Adebayo,Heat,Warriors,33.7,16,3.2,2.6,8,3,7,2,4,3
2024-03-12,DeMar DeRozan,Cavaliers,Nuggets,27.2,18,4.4,2.5,14,6,7,2,1,0
2024-03-12,Miles Bridges,Heat,Suns,30.9,11,5.8,3.9,10,4,4,1,1,0
2024-03-12,Jaylen Brown,Clippers,Celtics,35.6,29,7.2,5.4,18,8,11,3,6,4
2024-03-12,Al Horford,Warriors,Clippers,27.4,10,6.6,5.1,11,4,3,0,3,2
2024-03-12,Anthony Davis,Clippers,Mavericks,33.3,24,6.5,4.1,16,8,5,1,6,5
2024-03-12,Pat Connaughton,Lakers,Nuggets,15.7,6,1.6,1.1,8,3,1,0,1,0
2024-03-12,Garrett Temple,Raptors,Nuggets,20.8,7,2.8,1.6,7,3,0,0,2,1
2024-03-12,Giannis Antetokounmpo,Heat,Lakers,33.2,43,10.2,6.6,24,11,11,4,12,9
2024-03-12,Charles Bassey,Heat,76ers,16.0,5,4.0,1.3,5,1,4,1,0,0
2024-03-12,Jordan Poole,Raptors,Celtics,28.0,21,6.8,4.4,15,7,5,1,6,4
2024-03-13,Trae Young,Heat,Spurs,36.0,28,8.1,4.9,20,9,6,2,5,4
2024-03-13,Paolo Banchero,Mavericks,Bulls,23.9,18,4.5,2.9,14,6,3,1,5,3
2024-03-13,Buddy Hield,Nets,Clippers,31.2,13,7.3,5.1,10,4,4,1,4,2
2024-03-13,JT Thor,Spurs,Celtics,14.9,6,5.8,0.5,6,2,3,0,4,2
2024-03-13,Jaden Ivey,Warriors,Bulls,30.5,15,7.3,5.3,11,4,4,1,5,4
2024-03-13,Devonte Graham,Cavaliers,Nuggets,15.3,10,4.9,3.6,10,4,3,0,3,2
2024-03-13,LeBron James,Nets,Lakers,33.7,30,9.6,6.9,17,8,6,2,10,8
2024-03-13,Brook Lopez,76ers,Heat,23.4,8,5.2,5.0,10,4,3,0,1,0
2024-03-14,Giannis Antetokounmpo,Spurs,Bulls,32.9,24,7.2,4.6,18,7,7,2,5,4
2024-03-14,P.J. Washington,Raptors,Heat,8.5,2,4.0,3.6,4,1,2,0,0,0
2024-03-14,Giannis Antetokounmpo,Nets,Spurs,35.7,35,11.6,6.3,20,10,7,2,12,9
2024-03-14,Blake Wesley,Warriors,76ers,11.5,5,4.6,3.0,3,1,5,1,1,0
2024-03-14,Leaky Black,Bucks,Cavaliers,18.1,11,2.8,3.7,10,3,4,1,1,0
2024-03-14,Fred VanVleet,Suns,Bucks,30.6,7,3.9,5.0,10,4,2,0,2,1
2024-03-14,Saben Lee,Heat,Bucks,16.1,13,3.4,2.7,9,4,4,1,3,2
2024-03-14,Richaun Holmes,Suns,Clippers,14.3,2,5.8,2.0,4,1,3,0,0,0
2024-03-14,Kyle Kuzma,Suns,Mavericks,25.5,16,5.7,4.1,11,5,7,2,1,0
2024-03-14,Leaky Black,Nuggets,Cavaliers,14.1,8,4.1,2.5,7,2,3,1,2,1
2024-03-14,Tyrese Maxey,Nets,Celtics,31.7,19,5.7,5.5,12,5,6,2,4,3
2024-03-14,Aaron Gordon,Suns,Spurs,28.5,19,4.3,5.3,14,6,4,1,6,4
2024-03-14,Cam Johnson,Bulls,Heat,25.7,16,7.7,4.6,15,6,3,0,6,4
2024-03-14,Stephen Curry,Warriors,Suns,39.0,33,7.1,8.8,17,8,11,4,7,5
2024-03-14,Derrick White,Bucks,Nuggets,34.7,12,6.7,3.3,12,5,4,1,1,0
2024-03-14,Drew Eubanks,Spurs,76ers,15.4,8,3.5,3.7,8,2,3,1,2,1
2024-03-14,Deandre Ayton,Cavaliers,Heat,28.9,16,4.3,4.6,9,3,6,2,6,4
2024-03-15,Jeremy Sochan,Cavaliers,Warriors,9.3,4,4.1,3.6,8,2,2,0,0,0
2024-03-15,Mikal Bridges,76ers,Suns,30.6,13,5.3,2.9,8,3,7,2,2,1
2024-03-15,Isaiah Todd,Lakers,Warriors,16.3,4,2.1,1.1,6,2,1,0,0,0
2024-03-15,Scottie Barnes,Nets,Bucks,20.9,11,7.6,5.2,9,3,6,1,3,2
2024-03-15,Cam Johnson,Raptors,Lakers,21.2,21,6.6,5.9,15,6,6,2,5,3
2024-03-15,P.J. Washington,Spurs,Clippers,13.1,2,1.0,1.1,4,1,0,0,1,0
2024-03-15,LaMelo Ball,Bucks,76ers,28.0,16,6.2,2.9,12,5,6,1,5,3
2024-03-15,Marcus Smart,Celtics,Heat,25.3,11,7.6,5.3,9,4,5,1,1,0
2024-03-15,Caris LeVert,Warriors,Clippers,30.2,10,7.3,3.2,12,5,2,0,1,0
2024-03-15,Evan Mobley,Celtics,Lakers,26.2,13,3.6,5.1,13,6,2,0,2,1
2024-03-15,Isaiah Stewart,Heat,Cavaliers,29.9,20,6.9,3.4,10,4,7,2,6,4
2024-03-15,Trey Murphy III,Celtics,Raptors,27.7,12,4.6,4.8,10,4,4,1,2,1
2024-03-15,Jonas Valanciunas,Nets,Heat,25.3,18,4.0,5.3,13,6,3,1,5,3
2024-03-15,Bradley Beal,Clippers,76ers,27.3,8,3.4,5.3,8,3,6,1,1,0
2024-03-15,Malcolm Brogdon,Raptors,76ers,28.9,16,6.3,6.0,13,6,2,0,6,4
2024-03-15,Kristaps Porzingis,Cavaliers,Bucks,25.4,20,4.4,4.9,14,6,7,2,3,2
2024-03-15,Anthony Davis,Lakers,Clippers,33.1,30,6.2,9.2,15,8,9,3,7,5
2024-03-15,Devin Booker,Lakers,76ers,33.4,35,6.5,9.3,20,10,12,4,4,3
2024-03-16,Moussa Diabate,Raptors,Bulls,14.3,14,3.7,3.7,10,4,4,1,2,1
2024-03-16,Donovan Mitchell,Bulls,Warriors,38.7,36,7.2,5.1,18,7,11,4,12,10
2024-03-16,Tyrese Haliburton,Nets,Spurs,31.7,18,4.1,2.3,14,6,4,1,5,3
2024-03-16,Anthony Davis,Warriors,Clippers,36.2,27,11.0,8.1,16,7,7,2,9,7
2024-03-16,Robert Williams III,Bulls,Raptors,31.1,15,3.1,2.6,8,3,7,2,5,3
2024-03-16,Trey Murphy III,76ers,Raptors,29.2,13,3.9,3.3,9,4,4,1,5,3
2024-03-16,Luka Doncic,Raptors,Bulls,36.9,25,6.7,4.4,21,9,5,1,5,4
2024-03-16,Lindell Wigginton,76ers,Bulls,15.9,8,4.5,3.9,6,2,3,1,2,1
2024-03-16,Bam Adebayo,76ers,Mavericks,33.2,13,4.8,2.3,8,3,7,2,2,1
2024-03-16,Tyrese Maxey,76ers,Suns,32.8,19,6.2,5.9,12,4,6,2,6,5
2024-03-16,Tyler Herro,Bucks,Warriors,23.5,18,6.2,5.8,13,5,6,2,3,2
2024-03-17,Grayson Allen,Mavericks,Clippers,20.1,2,4.0,0.5,5,1,2,0,1,0
2024-03-17,Dominick Barlow,Raptors,Lakers,13.4,4,1.7,0.2,7,2,0,0,0,0
2024-03-17,Tyler Herro,Mavericks,Cavaliers,27.3,8,6.5,2.5,10,4,3,0,1,0
2024-03-17,Joel Embiid,Bucks,Celtics,34.7,39,11.9,8.0,18,9,11,4,12,9
2024-03-17,Jalen Brunson,Spurs,76ers,22.8,18,5.4,5.8,12,5,7,2,4,2
2024-03-17,Khris Middleton,Suns,Bucks,25.7,18,6.4,2.5,14,6,7,2,1,0
2024-03-17,Tyrese Maxey,Raptors,Nuggets,33.8,11,5.2,2.6,8,3,6,1,3,2
2024-03-17,Chet Holmgren,Bulls,76ers,28.9,11,7.3,5.7,8,3,3,1,2,1
2024-03-17,Anfernee Simons,Lakers,Bucks,22.1,15,5.6,5.3,9,3,7,2,4,3
2024-03-17,Jordan Poole,Bucks,Celtics,27.4,16,4.5,4.7,15,6,3,0,6,4
2024-03-17,Joel Embiid,Cavaliers,Bulls,36.6,39,10.9,7.7,25,13,6,2,9,7
2024-03-18,Julius Randle,Heat,Bulls,28.2,12,4.1,4.3,9,3,4,1,5,3
2024-03-18,LaMelo Ball,Suns,Lakers,30.7,19,4.5,4.8,12,5,7,2,3,2
2024-03-18,Aaron Gordon,Celtics,Spurs,30.2,17,6.3,3.7,12,5,4,1,5,4
2024-03-18,DeMar DeRozan,Celtics,Bucks,27.1,14,7.3,4.3,14,5,2,0,3,2
2024-03-18,Julius Randle,Nuggets,Mavericks,27.9,15,4.1,2.0,12,5,6,1,3,2
2024-03-18,Jerami Grant,Cavaliers,Nets,34.4,8,5.9,5.9,10,4,2,0,1,0
2024-03-18,Cameron Payne,Lakers,Raptors,22.0,2,5.8,0.0,3,1,1,0,1,0
2024-03-18,Josh Giddey,Mavericks,Bulls,31.0,20,6.2,4.8,13,6,6,1,4,3
2024-03-18,Jordan Poole,Nuggets,Nets,27.3,8,4.5,2.2,8,3,4,1,1,0
2024-03-18,Jaylen Brown,Heat,Nuggets,37.2,28,7.6,4.1,21,9,5,1,8,7
2024-03-18,Spencer Dinwiddie,Spurs,Nets,30.8,13,6.4,5.2,12,5,3,0,5,3
2024-03-19,Cole Anthony,Raptors,Cavaliers,28.6,12,6.1,5.2,10,4,4,1,2,1
2024-03-19,Nick Richards,76ers,Cavaliers,15.7,8,3.5,0.8,8,3,2,0,4,2
2024-03-19,Caris LeVert,Raptors,76ers,28.6,16,4.9,3.0,10,4,6,2,4,2
2024-03-19,Drew Eubanks,Celtics,Lakers,19.9,10,5.5,2.3,9,3,0,0,4,3
2024-03-19,Jevon Carter,Bulls,Cavaliers,15.4,1,2.0,2.5,3,1,2,0,2,1
2024-03-19,Gordon Hayward,Lakers,Suns,27.1,10,3.4,2.1,8,3,3,0,6,4
2024-03-19,Chet Holmgren,Nuggets,76ers,30.6,18,4.9,6.0,15,6,5,1,4,3
2024-03-20,Malcolm Brogdon,Spurs,Nuggets,27.4,11,3.1,3.7,8,3,3,1,1,0
2024-03-20,Michael Porter Jr.,Raptors,Clippers,23.8,15,6.7,4.6,15,6,2,0,6,4
2024-03-20,Bobby Portis,Nets,Suns,29.5,14,4.9,2.3,15,6,2,0,3,2
2024-03-20,Devin Booker,Raptors,Celtics,33.6,34,7.7,4.7,15,8,10,4,7,6
2024-03-20,Chet Holmgren,Suns,Nuggets,31.3,15,5.3,3.4,10,4,7,2,3,2
2024-03-20,Frank Ntilikina,Spurs,Mavericks,14.9,8,4.3,0.5,8,3,2,0,4,2
2024-03-20,Brook Lopez,Clippers,Warriors,21.8,12,4.0,4.3,12,4,5,1,2,1
2024-03-20,Caris LeVert,Nuggets,Cavaliers,30.1,10,6.3,2.1,8,3,4,1,2,1
2024-03-20,Damian Lillard,Mavericks,Warriors,33.8,34,8.1,8.3,19,8,10,3,12,9
2024-03-20,Kyle Kuzma,Clippers,Warriors,25.9,13,3.7,3.6,10,4,4,1,5,4
2024-03-21,Bryce McGowens,Lakers,Celtics,15.5,2,6.0,0.6,3,1,0,0,0,0
2024-03-21,Kevin Porter Jr.,76ers,Mavericks,26.8,14,4.3,4.2,13,6,2,0,3,2
2024-03-21,Karl-Anthony Towns,Raptors,Warriors,30.4,11,7.5,5.9,9,4,3,1,4,2
2024-03-21,Jordan Poole,Nets,Nuggets,26.1,16,7.1,4.8,12,5,4,1,5,3
2024-03-21,Stephen Curry,76ers,Cavaliers,37.7,36,6.1,7.5,24,10,6,2,12,10
2024-03-21,Charles Bassey,Raptors,Nets,16.1,2,3.7,0.8,4,1,1,0,0,0
2024-03-21,Draymond Green,Celtics,76ers,30.0,21,5.9,3.4,15,6,7,2,5,3
2024-03-21,Garrett Temple,Mavericks,Bucks,17.0,6,5.2,3.3,8,3,2,0,1,0
2024-03-21,Miles Bridges,Nuggets,Spurs,31.7,17,4.0,3.7,10,4,7,2,6,4
2024-03-21,Paolo Banchero,Celtics,Mavericks,24.2,13,4.2,4.3,11,5,3,0,5,3
2024-03-21,Miles Bridges,Heat,Clippers,28.9,17,4.0,4.5,15,7,5,1,1,0
2024-03-21,Kyrie Irving,Raptors,Nuggets,32.5,39,9.9,4.0,18,9,12,4,12,9
2024-03-21,Kyrie Irving,Warriors,Lakers,34.2,34,5.8,4.9,23,10,8,3,4,3
2024-03-21,Robert Williams III,Lakers,Cavaliers,29.4,16,6.9,3.2,14,5,4,1,5,3
2024-03-22,A.J. Lawson,Nets,Raptors,10.7,6,1.9,0.1,3,1,5,1,2,1
2024-03-22,Jock Landale,Raptors,Celtics,17.2,7,4.5,0.8,6,2,3,1,1,0
2024-03-22,Malcolm Brogdon,Raptors,76ers,26.7,10,5.9,2.5,9,4,3,0,3,2
2024-03-22,Jimmy Butler,Heat,Cavaliers,33.0,31,7.9,4.1,21,9,10,3,6,4
2024-03-22,Andre Jackson,76ers,Clippers,16.3,7,3.5,0.2,3,1,4,1,4,2
2024-03-22,Zach LaVine,Raptors,Clippers,28.7,19,3.2,4.1,14,5,7,2,4,3
2024-03-22,Joel Embiid,Lakers,76ers,40.5,32,11.5,6.5,25,13,5,1,5,3
2024-03-22,Jalen Brunson,Lakers,Bulls,22.7,19,4.3,2.6,13,6,7,2,4,2
2024-03-22,Spencer Dinwiddie,Warriors,Celtics,29.9,11,6.3,2.7,13,6,2,0,1,0
2024-03-23,Bam Adebayo,Bulls,Celtics,33.6,12,5.8,4.2,8,3,4,1,4,3
2024-03-23,Spencer Dinwiddie,Bucks,Lakers,32.7,23,3.6,3.7,14,6,7,2,6,5
2024-03-23,Greg Brown III,Celtics,Nuggets,8.8,5,4.9,2.0,6,2,1,0,2,1
2024-03-23,Giannis Antetokounmpo,Mavericks,Clippers,33.7,28,11.0,6.1,15,6,10,4,6,4
2024-03-23,Mikal Bridges,Clippers,Nets,31.3,13,6.4,3.9,9,3,5,1,6,4
2024-03-23,Joel Embiid,Clippers,Spurs,35.1,28,7.4,6.8,19,10,5,1,7,5
2024-03-23,Devonte Graham,Celtics,Raptors,12.5,10,3.7,1.3,9,4,3,0,3,2
2024-03-23,LeBron James,Bulls,Raptors,32.2,22,8.7,7.4,16,6,5,1,10,8
2024-03-24,LeBron James,Bulls,76ers,36.6,25,8.0,6.7,20,8,5,1,8,6
2024-03-24,Josh Giddey,Bulls,Nets,32.7,14,4.2,4.6,14,6,2,0,2,1
2024-03-24,Desmond Bane,Cavaliers,Heat,20.2,9,4.6,5.0,9,3,5,1,4,2
2024-03-24,Bojan Bogdanovic,Spurs,Celtics,29.2,15,6.0,4.8,9,3,5,1,6,4
2024-03-24,Zion Williamson,Heat,Bulls,30.7,17,3.7,4.6,12,5,7,2,2,1
2024-03-24,Chimezie Metu,Cavaliers,Suns,16.2,9,5.1,3.0,10,3,4,1,0,0
2024-03-24,Terry Rozier,Lakers,Raptors,26.9,14,4.3,3.1,8,3,7,2,3,2
2024-03-24,Marcus Smart,Nuggets,Lakers,23.5,15,5.9,5.2,15,6,5,1,1,0
2024-03-24,Kendall Brown,Spurs,Suns,13.6,8,4.1,3.3,5,2,5,1,2,1
2024-03-24,Franz Wagner,Spurs,Bulls,28.8,16,4.3,3.0,14,5,3,1,5,3
2024-03-24,Rudy Gobert,Celtics,Raptors,22.7,15,3.1,2.8,13,6,3,1,1,0
2024-03-25,Pat Connaughton,Nuggets,Spurs,18.1,11,4.3,0.4,7,2,3,1,4,3
2024-03-25,Jonas Valanciunas,Bucks,Cavaliers,25.5,17,5.8,5.3,12,5,5,1,5,3
2024-03-25,Devin Vassell,Raptors,Nuggets,27.4,13,5.3,4.0,8,3,6,1,6,4
2024-03-25,Bryce McGowens,Bulls,Cavaliers,15.1,11,3.9,3.3,10,4,5,1,0,0
2024-03-25,Anthony Davis,Nets,Cavaliers,33.2,33,9.2,5.9,21,9,7,2,12,9
2024-03-25,Mikal Bridges,Lakers,Warriors,26.7,8,7.3,3.3,11,4,3,0,1,0
2024-03-25,Anfernee Simons,Suns,Raptors,24.2,14,7.5,3.2,12,4,4,1,4,3
2024-03-25,Darius Garland,Clippers,Lakers,24.9,13,3.5,4.8,8,3,4,1,6,4
2024-03-25,CJ McCollum,Nuggets,Clippers,31.9,13,3.7,3.3,15,6,2,0,2,1
2024-03-25,Fred VanVleet,Bulls,Spurs,28.3,9,4.7,3.6,8,3,2,0,2,1
2024-03-25,Jamal Murray,Lakers,Celtics,21.2,17,4.6,5.3,15,7,5,1,1,0
2024-03-26,Chet Holmgren,Nets,Clippers,32.5,17,3.5,3.9,14,6,6,1,3,2
2024-03-26,Amari Bailey,Celtics,Cavaliers,7.4,4,4.0,3.9,7,2,1,0,0,0
2024-03-26,MarJon Beauchamp,Cavaliers,Suns,10.1,5,4.5,3.6,5,2,1,0,2,1
2024-03-26,Brandon Ingram,Bulls,Raptors,30.5,13,4.9,4.4,11,4,4,1,3,2
2024-03-26,Kevin Porter Jr.,76ers,Bulls,25.2,18,6.8,2.2,11,4,6,2,6,4
2024-03-26,Jayson Tatum,Raptors,Celtics,34.9,35,7.6,8.4,25,11,11,3,6,4
2024-03-26,Jordan Poole,Celtics,Bucks,27.9,14,7.0,5.8,13,5,5,1,2,1
2024-03-26,Bobby Portis,Celtics,Mavericks,24.7,14,7.1,3.5,11,5,4,1,2,1
2024-03-26,Terry Rozier,Mavericks,Raptors,30.1,12,7.9,4.2,8,3,6,2,1,0
2024-03-26,Udoka Azubuike,Suns,Spurs,17.0,9,5.2,3.6,8,2,3,1,3,2
2024-03-26,Markieff Morris,Warriors,Clippers,9.7,5,5.6,0.9,8,2,0,0,3,2
2024-03-26,Robert Williams III,Nets,Heat,29.4,19,6.4,4.7,15,7,5,1,3,2
2024-03-26,Dereck Lively II,Spurs,Nuggets,18.8,7,5.8,0.8,9,3,2,0,3,1
2024-03-26,Boban Marjanovic,Celtics,Raptors,17.1,13,5.6,1.5,10,4,4,1,3,1
2024-03-26,Damian Lillard,Suns,Lakers,35.2,34,6.2,8.9,23,11,6,1,12,10
2024-03-26,Tyrese Haliburton,Celtics,Bulls,33.1,14,3.8,2.0,11,5,3,1,2,1
2024-03-26,Scottie Barnes,Celtics,Raptors,20.5,15,3.6,5.5,9,4,6,1,5,4
2024-03-26,Desmond Bane,Celtics,Lakers,21.5,16,5.9,4.6,9,4,6,2,3,2
2024-03-27,Jonas Valanciunas,Nets,Clippers,27.3,16,6.2,2.1,12,5,5,1,4,3
2024-03-27,Miles Bridges,Warriors,Lakers,30.2,15,6.1,2.3,10,4,5,1,6,4
2024-03-27,Kai Jones,Bulls,Cavaliers,10.1,4,2.1,3.1,3,1,4,1,0,0
2024-03-27,JT Thor,Nuggets,Bucks,16.2,7,4.7,0.2,9,3,0,0,0,0
2024-03-27,Terry Rozier,Heat,Mavericks,27.5,16,4.6,4.4,13,5,7,2,2,1
2024-03-27,Luka Doncic,Heat,Bulls,36.2,30,6.0,8.9,15,6,8,3,11,9
2024-03-27,Kawhi Leonard,Heat,Raptors,27.5,15,7.1,4.3,9,4,4,1,6,4
2024-03-27,Andrew Wiggins,Bucks,Celtics,28.7,17,3.0,3.3,14,6,5,1,4,2
2024-03-28,Karl-Anthony Towns,Heat,Nets,28.5,18,7.9,2.1,14,6,3,1,5,3
2024-03-28,Jamal Murray,Bulls,Lakers,20.3,14,5.1,4.5,11,4,5,1,4,2
2024-03-28,Darius Garland,Nuggets,Nets,25.1,12,3.9,2.4,12,5,2,0,3,2
2024-03-28,Trae Young,Nuggets,Lakers,34.0,31,10.1,9.5,17,9,5,2,10,8
2024-03-28,Lou Dort,Bucks,Spurs,29.5,16,3.1,3.9,14,6,5,1,2,1
2024-03-28,Rudy Gobert,Raptors,Spurs,25.4,6,5.4,6.0,8,3,2,0,1,0
2024-03-29,JT Thor,76ers,Celtics,15.3,2,4.5,3.3,4,1,1,0,0,0
2024-03-29,Malcolm Brogdon,Clippers,Bulls,29.2,13,7.2,6.0,13,5,2,0,5,3
2024-03-29,Jarrett Allen,Spurs,Warriors,25.4,18,5.9,4.2,12,5,6,2,4,2
2024-03-30,Evan Mobley,Heat,Bucks,24.7,10,5.4,5.0,10,4,3,0,3,2
2024-03-30,Pat Connaughton,Raptors,Warriors,18.9,6,3.1,3.3,6,2,2,0,3,2
2024-03-30,Thanasis Antetokounmpo,Bulls,Nets,17.8,7,3.9,2.2,7,3,2,0,2,1
2024-03-30,LaMelo Ball,Celtics,Suns,30.9,8,7.2,3.4,10,4,2,0,1,0
2024-03-30,Devin Vassell,Lakers,Bulls,28.7,13,3.5,2.3,14,5,3,0,5,3
2024-03-30,Terry Rozier,Mavericks,Nuggets,29.4,17,4.9,4.1,15,7,3,0,2,1
2024-03-30,Jaylen Brown,Bulls,Bucks,32.6,37,11.6,8.7,23,10,12,3,11,9
2024-03-30,Marcus Smart,76ers,Suns,25.2,14,3.9,2.9,11,4,6,2,2,1
2024-03-30,Michael Porter Jr.,Suns,Bulls,20.8,14,4.1,2.9,10,4,3,1,4,3
2024-03-30,OG Anunoby,Nuggets,Cavaliers,27.5,11,7.7,5.0,10,4,5,1,1,0
2024-03-30,Bobby Portis,Warriors,Clippers,26.0,21,7.3,2.8,14,6,7,2,5,3
2024-03-30,Julius Randle,Heat,Cavaliers,28.2,13,4.9,3.4,11,4,5,1,1,0
2024-03-30,Scottie Barnes,Spurs,Clippers,23.7,12,3.9,5.8,13,5,2,0,2,1
2024-03-30,Saben Lee,Raptors,Warriors,11.8,2,3.1,2.5,3,1,0,0,1,0
2024-03-31,Chris Livingston,Suns,Nuggets,15.4,10,2.3,3.7,8,3,3,1,0,0
2024-03-31,Jaylen Brown,Raptors,Nets,35.0,37,6.4,4.7,23,11,8,2,12,9
2024-03-31,Pat Connaughton,Suns,Celtics,19.5,13,2.8,0.8,10,4,4,1,3,2
2024-03-31,Greg Brown III,Heat,Spurs,11.2,10,3.3,3.1,10,3,3,1,2,1
2024-03-31,Thanasis Antetokounmpo,Nuggets,76ers,17.5,2,5.3,1.7,4,1,0,0,0,0
2024-03-31,Josh Giddey,Warriors,Bucks,31.0,19,5.0,5.2,15,6,5,1,5,4
2024-03-31,Kawhi Leonard,Heat,Warriors,25.4,13,7.3,3.9,10,4,3,1,3,2
2024-03-31,Tyrese Haliburton,Warriors,Clippers,30.0,17,4.8,3.9,13,5,7,2,2,1
2024-03-31,Cameron Payne,Cavaliers,Lakers,17.1,5,3.2,3.8,6,2,0,0,2,1
2024-03-31,AJ Green,Cavaliers,Nuggets,21.8,9,1.6,3.8,4,1,5,1,4,3
2024-03-31,Deandre Ayton,Cavaliers,Celtics,26.4,16,7.3,3.9,12,5,4,1,5,3
2024-03-31,Marcus Smart,Warriors,Cavaliers,22.9,20,7.2,4.6,11,5,6,2,6,4
